material_code_1,description_1,material_code_2,description_2,text_similarity_score,same_unspsc_category,is_duplicate,duplicate_type
4331055544,"CPLG,RED,TH,CS,A105,3000,3/4x1/4IN",4346230824,"ELBOW,W,90,LR,BW,CS,A234,WPB,1 1/2IN,80",0.059,True,False,Not-Duplicate
4346084564,"ELBOW,W,90,SW,CS,A105,3000,1/2IN",4346084604,"ELBOW,W,90,SW,CS,A105,3000,3/4IN",0.778,True,True,Near-Duplicate
4346084564,"ELBOW,W,90,SW,CS,A105,3000,1/2IN",4346084644,"ELBOW,W,90,SW,CS,A105,3000,1IN",0.778,True,True,Near-Duplicate
4346084564,"ELBOW,W,90,SW,CS,A105,3000,1/2IN",4346230824,"ELBOW,W,90,LR,BW,CS,A234,WPB,1 1/2IN,80",0.357,True,False,Not-Duplicate
4346084564,"ELBOW,W,90,SW,CS,A105,3000,1/2IN",4346230914,"ELBOW, 90 LR BW CS A234 WPB 2IN  XS",0.2,True,False,Not-Duplicate
4346084604,"ELBOW,W,90,SW,CS,A105,3000,3/4IN",4346084644,"ELBOW,W,90,SW,CS,A105,3000,1IN",0.778,True,True,Near-Duplicate
4346084604,"ELBOW,W,90,SW,CS,A105,3000,3/4IN",4346230824,"ELBOW,W,90,LR,BW,CS,A234,WPB,1 1/2IN,80",0.267,True,False,Not-Duplicate
4346084604,"ELBOW,W,90,SW,CS,A105,3000,3/4IN",4346230914,"ELBOW, 90 LR BW CS A234 WPB 2IN  XS",0.2,True,False,Not-Duplicate
4346084604,"ELBOW,W,90,SW,CS,A105,3000,3/4IN",4346231194,"ELBOW,W,90,LR,BW,CS,A234,WPB,3IN,40",0.286,True,False,Not-Duplicate
4346084644,"ELBOW,W,90,SW,CS,A105,3000,1IN",4346230824,"ELBOW,W,90,LR,BW,CS,A234,WPB,1 1/2IN,80",0.267,True,False,Not-Duplicate
4346084644,"ELBOW,W,90,SW,CS,A105,3000,1IN",4346230914,"ELBOW, 90 LR BW CS A234 WPB 2IN  XS",0.2,True,False,Not-Duplicate
4346084644,"ELBOW,W,90,SW,CS,A105,3000,1IN",4346231194,"ELBOW,W,90,LR,BW,CS,A234,WPB,3IN,40",0.286,True,False,Not-Duplicate
4346084644,"ELBOW,W,90,SW,CS,A105,3000,1IN",4346231444,"ELBOW,W,90,LR,BW,CS,A234,WPB,4IN,40",0.286,True,False,Not-Duplicate
4346230824,"ELBOW,W,90,LR,BW,CS,A234,WPB,1 1/2IN,80",4346230914,"ELBOW, 90 LR BW CS A234 WPB 2IN  XS",0.5,True,False,Not-Duplicate
4346230824,"ELBOW,W,90,LR,BW,CS,A234,WPB,1 1/2IN,80",4346231194,"ELBOW,W,90,LR,BW,CS,A234,WPB,3IN,40",0.615,True,True,Near-Duplicate
4346230824,"ELBOW,W,90,LR,BW,CS,A234,WPB,1 1/2IN,80",4346231444,"ELBOW,W,90,LR,BW,CS,A234,WPB,4IN,40",0.615,True,True,Near-Duplicate
4346230824,"ELBOW,W,90,LR,BW,CS,A234,WPB,1 1/2IN,80",4346231694,"ELBOW,W,90,LR,BW,CS,A234,WPB,6IN,40",0.615,True,True,Near-Duplicate
4346230914,"ELBOW, 90 LR BW CS A234 WPB 2IN  XS",4346231194,"ELBOW,W,90,LR,BW,CS,A234,WPB,3IN,40",0.538,True,False,Not-Duplicate
4346230914,"ELBOW, 90 LR BW CS A234 WPB 2IN  XS",4346231444,"ELBOW,W,90,LR,BW,CS,A234,WPB,4IN,40",0.538,True,False,Not-Duplicate
4346230914,"ELBOW, 90 LR BW CS A234 WPB 2IN  XS",4346231694,"ELBOW,W,90,LR,BW,CS,A234,WPB,6IN,40",0.538,True,False,Not-Duplicate
4346231194,"ELBOW,W,90,LR,BW,CS,A234,WPB,3IN,40",4346231444,"ELBOW,W,90,LR,BW,CS,A234,WPB,4IN,40",0.818,True,True,Exact
4346231194,"ELBOW,W,90,LR,BW,CS,A234,WPB,3IN,40",4346231694,"ELBOW,W,90,LR,BW,CS,A234,WPB,6IN,40",0.818,True,True,Exact
4346231444,"ELBOW,W,90,LR,BW,CS,A234,WPB,4IN,40",4346231694,"ELBOW,W,90,LR,BW,CS,A234,WPB,6IN,40",0.818,True,True,Exact
